cID,compID,Year,Brand,Model,Lap Time I,RC I,Tire II,Lap Time II,RC II,Tire III,Lap Time III,RC III,Country,MSRP (2022 USD),WHP,WTQ,Weight,P/W (hp/t),Layout,Trans,Rating,DR,_HD,Author,Source,Comments / Other Times,,,,,,,,,,
508,0,2020,Ford,Mustang Shelby GT500 (HP),1:03.157,0,,,,,,,USA,"$75,955.00 ",591,756,1897,311.544544,FR,AT,4,2,L,IXAssetto,FB,"both gt500s end up feeling similar with the cfhp actually feeling a little more nimble surprisingly, however they both are down on power compared to real life",,,,,,,,,,
509,0,2020,Ford,Mustang Shelby GT500 (CFHP),1:02.811,0,,,,,,,USA,"$84,445.00 ",591,756,1858,318.0839612,FR,AT,4,2,L,IXAssetto,FB,,,,,,,,,,,
510,0,2024,Ford,Mustang GT (S650),,,,,,,,,USA,"$43,090 ",481,570,1691,284.4470727,FR,MT,,2,L,Modpack Portugal (BM),Patreon,too much power?,,,,,,,,,,
511,0,2024,Ford,Mustang GT (S650),,,,,,,,,USA,"$43,090 ",435,548,1616,269.1831683,FR,MT,,2,L,MoulagaZzZ,Patreon,too light?,,,,,,,,,,
512,0,1973,Ford,Escort I 1600,1:13.171,3,,,,,,,USA (UK),"$21,879.17 ",142,190,891,159.3714927,FR,MT,3.5,2,R,101Creative (AO Mods),Patreon,tires have way too much grip for 1970s,,,,,,,,,,
513,0,1986,Ford,Escort III RS Turbo,1:15.827,0,ST,1:13.940,1,,,,USA (UK),"$42,037.23 ",129,176,977,132.0368475,FF,MT,3,2,R,Kuznetsov Anton,link,,,,,,,,,,,
514,0,1992,Ford,Escort RS Cosworth,1:12.049,0,,,,,,,USA (UK),"$75,775.54 ",183,283,1275,143.5294118,FF,MT,3,3,R,Markos Kass,link,tires feel dry idk how best to describe it loss of grip very sudden,,,,,,,,,,
515,0,1981,Ford,Fiesta XR2,1:19.943,0,,,,,,,USA (UK),"$35,414.90 ",84,122,800,105,FF,MT,3,3,R,Uncle M,link,,,,,,,,,,,
516,0,1984,Ford,RS200,,,,,,,,,USA (UK),"$183,069.04 ",215,270,1180,182.2033898,MR,MT,,2,L,Binary Motors,Patreon,,,,,,,,,,,
517,0,2005,Ford,Fiesta ST (Mk5),1:13.41,0,,,,,,,USA (UK),"$37,077.23 ",129,165,1137,113.4564644,FF,MT,,3,R,Ford,irl,,,,,,,,,,,
518,0,2013,Ford,Fiesta ST (Mk6),,,,,,,,,USA (UK),"$27,882.81 ",198,280,1244,159.1639871,FF,MT,,5,R,PTTMods,Patreon,power too high,,,,,,,,,,
519,0,2014,Ford,Fiesta ST (Mk6),,,,,,,,,USA (UK),"$27,882.81 ",172,226,1393,123.4745154,FF,MT,,5,R,101Creative (AO Mods),Patreon,,,,,,,,,,,
520,0,2006,Ford,Focus ST MK2,,,,,,,,,USA (UK),"$50,440.80 ",191,278,1317,145.0265756,FF,MT,,3,R,101Creative,Patreon,,,,,,,,,,,
521,0,2009,Ford,Focus RS MK2,1:08.849,0,MPSC,1:06.236,2,,,,USA (UK),"$53,531.09 ",268,332,1468,182.5613079,FF,MT,4,3,R,BZ Simworks,FB,pretty good representation of torque steer in a sim,,,,,,,,,,
522,0,2013,Ford,Focus ST MK3,1:09.718,0,,,,,,,USA (UK),"$30,772.22 ",247,354,1310,188.5496183,FF,MT,3,5,L,?,link,,,,,,,,,,,
523,0,2017,Ford,Focus RS MK3,1:07.087,0,HC,1:06.050,0,,,,USA (UK),"$44,842.10 ",300,409,1530,196.0784314,F4,MT,3,5,L,101Creative (AO Mods),Patreon,,,,,,,,,,,
524,0,2017,Ford,Focus RS MK3,1:04.735,2,MPSS,1:03.760,3,MPSC2R,1:02.666,3,USA (UK),"$44,842.10 ",319,409,1530,208.496732,F4,MT,2.5,5,L,TGN,Patreon,low rating is from the fact the tires are hilariously grippy to the point this isnt a street car anymore at all,,,,,,,,,,
525,0,2017,Ford,Focus RS MK3,,,,,,,,,USA (UK),"$44,842.10 ",321,410,1530,209.8039216,F4,,,5,L,Fox,link,,,,,,,,,,,
526,0,1987,Ford,Sierra Cosworth RS500,1:13.244,0,SM,1:09.932,0,ST,1:10.245,0,USA (UK),"$73,421.58 ",193,241,1200,160.8333333,FR,MT,3.5,4,R,101Creative (AO Mods),Patreon,,,,,,,,,,,
527,0,1987,Ford,Sierra Cosworth RS500,1:13.827,0,SM,1:09.824,0,ST,1:11.307,0,USA (UK),"$73,421.58 ",193,241,1250,154.4,FR,MT,3,4,R,J. Leman,link,worse than rs500 above,,,,,,,,,,
528,0,2014,Ford,Falcon FPV GT F 351,,,,,,,,,USA (AUS),,562,671,1882,298.618491,FR,MT,,4,R,Bruce K.,link,,,,,,,,,,,
529,0,2014,Ford,Falcon XR6 Sprint (FGX),,,,,,,,,USA (AUS),,335,576,1882,178.0021254,FR,MT,,4,R,Bruce K.,link,,,,,,,,,,,
530,0,2014,Ford,Falcon XR6 Turbo (FGX),,,,,,,,,USA (AUS),,371,533,1882,197.130712,FR,MT,,4,R,Bruce K.,link,,,,,,,,,,,
531,0,2014,Ford,Falcon XR8 (FGX),,,,,,,,,USA (AUS),,450,570,1815,247.9338843,FR,MT,,4,R,Bruce K.,link,,,,,,,,,,,
532,0,2018,Genesis,G70 3.3T,1:06.880,0,HR,1:04.616,3,,,,South Korea,"$52,123.10 ",352,540,1725,204.057971,FR,AT,3.5,4,L,SDW,Patreon,bit too fast on the btter tire option otherwise car is pretty good,,,,,,,,,,
533,0,2021,Genesis,GV70 3.5T,1:09.332,1,,,,,,,South Korea,"$56,375 ",375,530,2038,184.0039254,F4,AT,3.5,5,L,SDW,Patreon,,,,,,,,,,,
534,0,1991,GMC,Typhoon,1:13.418,1,,,,,,,USA,"$61,597.48 ",290,318,2100,138.0952381,FR,MT,3,3,L,Wack,link,,,,,,,,,,,
535,0,1975,GMC,P3500 Value Van,1:36.587,0,,,,,,,USA,,204,399,3925,51.97452229,FR,MT,5,3,L,Stereo & mclarenf1papa,RD,probably unrealistic but funny,,,,,,,,,,
536,0,2012,GMC,Sierra,1:15.872,1,,,,,,,USA,"$37,663.47 ",282,355,2026,139.1905232,FR,AT,2.5,2,L,MohdTN,link,,,,,,,,,,,
537,0,2011,Gumpert,Apollo S,0:59.341,0,HTrofeo,0:56.465,3,,,,Germany,"$467,862.21 ",633,763,1200,527.5,MR,AT,3.5,2,L,Kuznetsov Anton,link,"way too grippy on htrofeos, feels like slicks but otherwise not terrible but a little too controllable considering the car",,,,,,,,,,
538,0,2012,Henessey,Mustang Boss 302 HPE650,1:04.465,0,,,,,,,USA,"$81,285.50 ",562,645,1637,343.3109346,FR,MT,3.5,2,L,A3DR,link,,,,,,,,,,,
539,0,2016,Henessey,Venom GT,0:59.981,0,,,,,,,USA,"$1,105,888.52 ",1082,1543,1244,869.7749196,MR,MT,3.5,2,L,WKMOD,link,muy fast,,,,,,,,,,
540,0,2018,Henessey,Camaro ZL1 'The Excorcist',0:59.513,0,,,,,,,USA,"$119,950.00 ",999,1114,1700,587.6470588,FR,AT,4,2,L,Blaze,Patreon,,,,,,,,,,,
541,0,2014,Holden,Commodore VF SS,,,,,,,,,USA (AUS),,363,530,1744,208.1422018,FR,MT,,4,R,Bruce K.,link,,,,,,,,,,,
542,0,2016,Holden,Maloo HSV GTS,,,,,,,,,USA (AUS),,562,671,1882,298.618491,FR,MT,,2,R,Bruce K.,link,,,,,,,,,,,
543,0,1992,Honda,Accord (CB7),1:22.732,0,,,,,,,Japan (USDM),"$31,826.32 ",115,134,1281,89.77361436,FF,MT,3,4,L,Lucas Macedo,link,,,,,,,,,,,
544,0,1996,Honda,Inspire (J32 V6),1:17.240,0,,,,,,,Japan,"$51,786.86 ",171,252,1661,102.9500301,FF,AT,,4,R,Honda,irl,,,,,,,,,,,
545,0,1998,Honda,Accord Coupe V6 (CG2),1:16.964,0,,,,,,,Japan (USDM),"$44,035.13 ",174,230,1470,118.3673469,FF,MT,1.5,2,L,Sam S.,Discord,,,,,,,,,,,
546,0,2020,Honda,Accord 2.0T Sport (CV2),1:09.858,0,,,,,,,Japan (USDM),"$36,350.46 ",226,321,1495,151.1705686,FF,MT,3.5,4,L,GHOST-GT,link,,,,,,,,,,,
547,0,2004,Honda,Legend,1:13.770,0,,,,,,,Japan,"$73,846.50 ",233,281,1760,132.3863636,F4,AT,,4,R,Honda,irl,,,,,,,,,,,
548,0,2018,Honda,Odyssey,1:13.911,0,,,,,,,Japan (USDM),"$38,835 ",263,280,2050,128.2926829,FF,AT,3,5,L,PedroBLR,link,,,,,,,,,,,
549,0,1994,Honda,Life (JA4),,,,,,,,,Japan,"$14,776.95 ",44,57,770,57.14285714,FF,MT,,5,R,RIMIX_0905,link,,,,,,,,,,,
550,0,1996,Honda,Acty (HA3),1:29.671,0,,,,,,,Japan,"$14,772.68 ",37,51,670,55.2238806,MR,MT,5,2,R,DTM,RD,,,,,,,,,,,
551,42,1991,Honda,Beat,1:26.099,-1,,,,,,,Japan,"$23,828.69 ",54,55,760,71.05263158,MR,MT,,2,R,Honda,irl,,,,,,,,,,,
552,42,1996,Honda,Beat,1:25.297,0,ST,1:24.069,0,,,,Japan,"$23,828.69 ",53,55,760,69.73684211,MR,MT,4,2,R,Aruson & Kilin,link,,,,,,,,,,,
553,0,2015,Honda,S660,1:13.309,1,SM,1:12.589,2,,,,Japan,"$20,373.31 ",73,117,830,87.95180723,MR,MT,4,2,R,Blaze,Patreon,"car feels very grippy but idc this is so fun, like a mid engined abarth",,,,,,,,,,
554,0,2009,Honda,Fit Sport,1:16.422,0,,,,,,,Japan,"$20,120.88 ",103,130,1070,96.26168224,FF,MT,3.5,5,L,"Azunyan,Maxxed",from tu dc,,,,,,,,,,,
555,0,2010,Honda,Fit RS,,,,,,,,,Japan,"$21,351.22 ",104,126,1060,98.11320755,FF,MT,,5,R,"B_SK, KingStriker",,,,,,,,,,,,
556,0,1983,Honda,City Turbo II,1:12.790,1,,,,,,,Japan,,103,167,735,140.1360544,FF,MT,3,3,L,TonySSS et al.,link,,,,,,,,,,,
557,0,1988,Honda,City CZ-i,1:20.020,0,,,,,,,Japan,"$20,945.10 ",84,97,780,107.6923077,FF,MT,,3,R,Honda,irl,,,,,,,,,,,
558,0,2018,Honda,City,1:10.687,3,,,,,,,Japan,"$14,018.10 ",116,153,1029,112.7308066,FF,MT,2.5,4,R,ASKHD11,Patreon,way too fast and grippy to be even close to realistic/ not great ffb,,,,,,,,,,
559,0,2009,Honda,Insight,1:20.506,0,,,,,,,Japan,"$33,453.03 ",78,94,1220,63.93442623,FF,AT,,5,R,Honda,irl,,,,,,,,,,,
561,0,2010,Honda,CR-Z,1:19.303,0,,,,,,,Japan,"$33,777.71 ",78,94,1198,65.10851419,FF,MT,,3,R,Honda,irl,,,,,,,,,,,
562,0,2022,Honda,E,1:18.184,0,,,,,,,Japan,"$38,534.00 ",132,275,1525,86.55737705,FF,AT,3,5,L,EX Mods,Patreon,,,,,,,,,,,
563,0,1987,Honda,Civic (ED6),1:24.622,0,ST,1:22.730,0,,,,Japan (USDM),"$22,005.86 ",79,99,860,91.86046512,FF,MT,3,3,L,?,RD,,,,,,,,,,,
564,0,1991,Honda,Civic 1.6 VTi (EG6),1:14.20,0,,,,,,,Japan,"$24,622.20 ",103,124,1137,90.58927001,FF,MT,,3,R,Honda,irl,,,,,,,,,,,
565,0,1999,Honda,Civic 1.6 VTI (EJ6),1:15.476,0,ST,1:14.869,0,,,,Japan (USDM),"$25,374.63 ",108,130,1070,100.9345794,FF,MT,4,4,L,Lucas Macedo,Patreon,,,,,,,,,,,
566,0,2007,Honda,Civic Hybrid (FD3),1:21.082,0,,,,,,,Japan,"$32,517.31 ",100,197,1304,76.68711656,FF,MT,,4,R,Honda,irl,,,,,,,,,,,
567,0,2022,Honda,Civic RS (FE),1:12.825,0,HR,1:11.470,1,,,,Japan,"$27,872.20 ",157,197,1362,115.2716593,FF,MT,3,4,R,Danzy,link,slightly too grippy but otherwise believable,,,,,,,,,,
568,0,1995,Honda,Civic SiR (EG6),1:11.280,0,,,,,,,Japan,"$29,144.07 ",150,138,1095,136.9863014,FF,MT,4.5,3,R,JakubP,link,very competent mod with good feel and fun to drive,,,,,,,,,,
569,0,1995,Honda,Civic SiR II (EK),1:11.56,0,,,,,,,Japan,"$29,144.07 ",149,137,1050,141.9047619,FF,MT,,3,R,Honda,irl,,,,,,,,,,,
570,0,2013,Honda,Civic Si Coupe (FG4),1:09.729,0,SM,1:09.032,0,,,,Japan (USDM),"$29,961.04 ",201,231,1305,154.0229885,FF,MT,5,2,L,Darek,link,best fwd car so far hands down,,,,,,,,,,
571,43,1999,Honda,Civic Type R (EK9),1:09.48,0,,,,,,,Japan,"$30,359.62 ",176,161,1073,164.0260951,FF,MT,,3,R,Honda,irl,,,,,,,,,,,
572,43,1998,Honda,Civic Type R (EK9),1:12.887,0,SM,1:10.963,0,,,,Japan,"$30,359.62 ",154,137,1068,144.1947566,FF,MT,,3,R,Esprit3095,Youtube,,,,,,,,,,,
573,44,2001,Honda,Civic Type R (EP3),1:08.98,0,,,,,,,Japan,"$30,295.08 ",184,175,1210,152.0661157,FF,MT,,3,R,Honda,irl,,,,,,,,,,,
574,44,2004,Honda,Civic Type R (EP3),1:10.858,0,,,,,,,Japan,"$30,295.08 ",190,184,1205,157.6763485,FF,MT,3.5,3,R,101Creative,Patreon,,,,,,,,,,,
575,45,2008,Honda,Civic Type R (FD2),1:07.49,0,,,,,,,Japan,"$33,910.43 ",194,196,1270,152.7559055,FF,MT,,4,R,Honda,irl,,,,,,,,,,,
576,45,2007,Honda,Civic Type R (FD2),1:08.280,0,,,,,,,Japan,"$33,910.43 ",190,184,1263,150.4354711,FF,MT,4.5,4,R,Esprit3095,Youtube,"feels just like a tighter, peppier 8th gen si which has a special place in my heart <3",,,,,,,,,,
577,0,2008,Honda,Civic Type RR Mugen (FD2),1:06.68,0,,,,,,,Japan,"$70,573.22 ",208,210,1220,170.4918033,FF,MT,,4,R,Honda,irl,,,,,,,,,,,
578,46,2007,Honda,Civic Type R (FN2),1:12.22,0,,,,,,,Japan,"$42,521.22 ",191,186,1348,141.6913947,FF,MT,,3,R,Honda,irl,,,,,,,,,,,
579,46,2009,Honda,Civic Type R (FN2),1:11.513,0,,,,,,,Japan,"$42,521.22 ",190,184,1324,143.5045317,FF,MT,3.5,3,L,101Creative&RVZ,Patreon,,,,,,,,,,,
580,47,2015,Honda,Civic Type R (FK2),1:06.48,0,,,,,,,Japan,"$44,038.46 ",278,364,1400,198.5714286,FF,MT,,5,R,Honda,irl,damp?,,,,,,,,,,
581,47,2015,Honda,Civic Type R (FK2),1:06.419,0,MPS3,1:05.590,1,,,,Japan,"$44,038.46 ",266,348,1382,192.4746744,FF,MT,4,5,R,RZZ,Patreon,seems like braking ability is too high with semis but on streets enjoyable and immersive,,,,,,,,,,
582,48,2017,Honda,Civic Type R (FK8),1:05.967,0,,,,,,,Japan,"$44,772.33 ",293,385,1405,208.5409253,FF,MT,,5,R,Honda,irl,,,,,,,,,,,
583,48,2019,Honda,Civic Type R (FK8),1:07.635,0,SM,1:06.832,0,HR,1:05.743,0,Japan,"$44,772.33 ",278,348,1380,201.4492754,FF,MT,3,5,L,101Creative,Patreon,feels way too heavy under brakes and heavy understeer more than what seems reasonable based on my experience w fk8 ctr and reviews online,,,,,,,,,,
584,0,2020,Honda,Civic Type R LE (FK8),,,,,,,,,Japan,"$51,455.09 ",278,348,1380,201.4492754,FF,MT,,5,R,Tidy,link,,,,,,,,,,,
585,0,2023,Honda,Civic Type R (FL5),1:05.892,0,SM,1:03.459,1,,,,Japan,"$43,990.00 ",302,379,1430,211.1888112,FF,MT,3.5,5,R,Ceky Performance,Patreon,"both danzy and ceky fl5s are enjoyable and have the same physics, only possible issue is overperforming semis but cup 2's are black magic anyway",,,,,,,,,,
586,0,2023,Honda,Civic Type R (FL5),1:05.925,0,SM,1:03.492,1,,,,Japan,"$43,990.00 ",302,379,1420,212.6760563,FF,MT,3.5,5,R,Danzy,link,,,,,,,,,,,
587,0,1985,Honda,CR-X Mugen (AF5),1:16.898,0,,,,,,,Japan,,110,162,860,127.9069767,FF,MT,3,3,R,Darek,link,possible skill issue could not get this car to work and therefore did not have a fun time,,,,,,,,,,
588,49,1991,Honda,CR-X (EF6),1:12.98,0,,,,,,,Japan,"$22,574.62 ",136,125,1010,134.6534653,FF,MT,,3,R,Honda,irl,,,,,,,,,,,
589,49,1991,Honda,CR-X (EF6),1:12.424,0,,,,,,,Japan,"$22,574.62 ",137,129,990,138.3838384,FF,MT,3,3,R,JakubP,link,,,,,,,,,,,
590,0,1992,Honda,CRX Del-Sol VTI,1:15.89,0,,,,,,,Japan,"$22,110.85 ",138,128,1080,127.7777778,FF,MT,,2,R,Honda,irl,,,,,,,,,,,
591,0,1993,Honda,Integra (DA5),1:08.425,0,,,,,,,Japan,"$32,448.71 ",158,152,1080,146.2962963,FF,MT,2,2,R,ACR,link,not even an integra is all i can say,,,,,,,,,,
592,0,1993,Honda,Integra Si (DC2),1:13.12,0,,,,,,,Japan,"$33,283.78 ",149,148,1147,129.9040976,FF,MT,,3,R,Honda,irl,,,,,,,,,,,
593,50,1995,Honda,Integra Type R (DC2),1:09.200,0,,,,,,,Japan,"$44,676.10 ",171,161,1060,161.3207547,FF,MT,,3,R,Honda,irl,,,,,,,,,,,
594,50,1998,Honda,Integra Type R (DC2),1:10.546,0,SM,1:09.326,0,,,,Japan,"$44,676.10 ",169,158,1102,153.3575318,FF,MT,4.5,3,R,?,link,very enjoyable and believable fwd experience ,,,,,,,,,,
595,51,2004,Honda,Integra Type R (DC5),1:09.36,0,,,,,,,Japan,"$35,665.67 ",184,175,1180,155.9322034,FF,MT,,3,R,Honda,irl,,,,,,,,,,,
596,51,2004,Honda,Integra Type R (DC5),1:11.220,0,SM,1:08.549,1,,,,Japan,"$35,665.67 ",165,155,1160,142.2413793,FF,MT,4,3,R,laymilk,link,,,,,,,,,,,
597,52,1992,Honda,NSX (NA1),1:07.170,0,,,,,,,Japan,"$149,330.61 ",240,257,1368,175.4385965,MR,MT,,2,R,Honda,irl,,,,,,,,,,,
598,52,1991,Honda,NSX (NA1),1:09.356,0,,,,,,,Japan,"$149,330.61 ",243,258,1319,184.2304776,MR,MT,4.5,2,R,Some1,RD,probably the most realistic 90s tires and enjoyable below 10/10ths but tire model makes this and the rest of the nsx's extremely edgy at the limit ,,,,,,,,,,
599,53,1992,Honda,NSX-R (NA1),1:05.41,0,,,,,,,Japan,"$161,984.90 ",244,260,1323,184.4293273,MR,MT,,2,R,Honda,irl,,,,,,,,,,,
600,53,1992,Honda,NSX-R (NA1),1:07.834,0,,,,,,,Japan,"$161,984.90 ",246,259,1211,203.1379026,MR,MT,,2,R,Some1,RD,,,,,,,,,,,
601,53,1994,Honda,NSX-R (NA1),1:07.372,0,,,,,,,Japan,"$160,561.81 ",246,259,1224,200.9803922,MR,MT,,2,R,Some1,RD,,,,,,,,,,,
602,0,1997,Honda,NSX (NA1),1:08.710,0,,,,,,,Japan,"$138,379.71 ",249,265,1390,179.1366906,MR,MT,,2,R,Honda,irl,,,,,,,,,,,
603,54,1999,Honda,NSX Type-S Zero (NA1),1:05.17,0,,,,,,,Japan,"$149,775.97 ",249,265,1280,194.53125,MR,MT,,2,R,Honda,irl,,,,,,,,,,,
604,54,1997,Honda,NSX Type S Zero (NA1),1:08.210,0,,,,,,,Japan,"$149,775.97 ",248,259,1225,202.4489796,MR,MT,,2,R,Some1,RD,,,,,,,,,,,
605,0,2004,Honda,NSX (NA2),1:06.89,0,,,,,,,Japan,"$125,737.90 ",249,265,1368,182.0175439,MR,MT,,2,R,Honda,irl,,,,,,,,,,,
606,55,2002,Honda,NSX-R (NA2),1:04.328,0,,,,,,,Japan,"$163,295.68 ",249,265,1270,196.0629921,MR,MT,,2,R,Honda,irl,,,,,,,,,,,
607,55,2002,Honda,NSX-R (NA2),1:08.559,0,SM,1:06.906,0,,,,Japan,"$163,295.68 ",243,266,1270,191.3385827,MR,MT,3.5,2,R,"aomori77, abbo90, esprit3905",link,old mod but decent,,,,,,,,,,
608,55,2002,Honda,NSX-R (NA2),,,,,,,,,Japan,"$163,296.68 ",246,259,1211,203.1379026,MR,MT,,2,R,Touge,link,,,,,,,,,,,
609,56,2016,Honda,NSX (NC1),1:02.47,0,,,,,,,Japan,"$187,375.19 ",435,597,1770,245.7627119,MR,AT,,2,R,Honda,irl,,,,,,,,,,,
610,56,2017,Honda,NSX (NC1),1:02.525,0,,,,,,,Japan,"$187,375.19 ",438,479,1725,253.9130435,M4,AT,4,2,B,BLACK BOLT et al.,link,"seems down on power and hybrid simulation seems little off but then again hybrids in ac are difficult to replicate, enjoyable modern supercar",,,,,,,,,,
611,0,2022,Honda,NSX Type S (NC1),1:01.359,1,,,,,,,Japan,"$171,495.00 ",592,676,1763,335.7912649,M4,AT,4,2,R,Denny (Black Bolt Update),Patreon,power seems too high and is the reason for most of the second gained over standard nsx but assuming/ignoring extremely optimistic power figures car is fun to chase lap times in ,,,,,,,,,,
612,0,1988,Honda,Prelude 2.0Si (BA4),1:19.403,0,SS,1:12.367,3,,,,Japan (USDM),"$36,479.31 ",135,172,1209,111.662531,FF,MT,3,2,L,Jake Grafton,RD,,,,,,,,,,,
613,0,1993,Honda,Prelude Si VTEC (BB1),1:12.03,0,,,,,,,Japan,"$34,816.24 ",182,178,1230,147.9674797,FF,MT,,2,R,Honda,irl,,,,,,,,,,,
614,0,1993,Honda,Prelude (BB1),1:11.766,0,,,,,,,Japan,"$34,816.24 ",178,199,1193,149.2036882,FF,MT,0.5,2,L,ACR,link,feels liks completely blown shocks under braking- do not recommend,,,,,,,,,,
615,0,1996,Honda,Prelude Type S (BB6),1:11.25,0,,,,,,,Japan,"$44,985.81 ",187,187,1310,142.7480916,FF,MT,,2,R,Honda,irl,damp track,,,,,,,,,,
616,0,2000,Honda,Prelude SiR (BB6),1:12.106,0,SM,1:11.510,,,,,Japan,"$35,329.47 ",172,191,1260,136.5079365,FF,MT,3,2,R,Wolf24,Discord,,,,,,,,,,,
617,0,1968,Honda,S800,,,,,,,,,Japan,"$20,262.93 ",56,55,750,74.66666667,FR,MT,,2,R,A3DR,RD,,,,,,,,,,,
618,57,1999,Honda,S2000 (AP1),1:09.31,0,,,,,,,Japan,"$52,542.79 ",203,182,1265,160.4743083,FR,MT,,2,R,Honda,irl,,,,,,,,,,,
619,57,1999,Honda,S2000 (AP1),,,,,,,,,Japan,"$52,542.79 ",201,186,1274,157.7708006,FR,MT,,2,R,Settings,from tu dc,,,,,,,,,,,
620,57,1999,Honda,S2000 (AP1),1:09.957,0,SM,1:09.214,0,,,,Japan,"$52,542.79 ",206,189,1240,166.1290323,FR,MT,4,2,R,Esprit3095,link,havent driven an s2000 in anger but this matches up to my extrapolation/image of the car- satisfying and 9000 rpm never gets old,,,,,,,,,,
621,57,1999,Honda,S2000 HT (AP1),,,,,,,,,Japan,"$52,542.79 ",220,197,1258,174.8807631,FR,MT,,2,R,AC Cars Reworked,link,,,,,,,,,,,
622,0,2000,Honda,S2000 Type V (AP1),1:08.870,0,,,,,,,Japan,"$56,544.44 ",203,182,1256,161.6242038,FR,MT,,2,R,Honda,irl,,,,,,,,,,,
623,0,2006,Honda,S2000 (AP2),1:09.333,0,SM,1:08.743,0,,,,Japan,"$51,492.74 ",204,196,1250,163.2,FR,MT,4,2,R,Esprit3095,link,"same as esprit3095 ap1 but more torque less rpm, real time from best motoring seems rly fast relative but 1 second faster is probably possible with a much faster driver than me",,,,,,,,,,
624,0,2004,Honda,S2000 (AP2),,,,,,,,,Japan (USDM),"$51,023.71 ",204,196,1300,156.9230769,FR,MT,,2,L,American Touge Project,link,,,,,,,,,,,
625,0,2007,Honda,S2000 Type S (AP2),1:07.725,0,,,,,,,Japan,"$47,725.84 ",209,199,1270,164.5669291,FR,MT,,2,R,Honda,irl,,,,,,,,,,,
626,0,1993,Hyundai,Scoupe 1.5i Turbo,1:18.269,0,ST,1:15.616,0,,,,South Korea,"$22,276.27 ",117,171,1015,115.270936,FF,MT,3.5,2,L,SDW,link,i can see why this car flopped but seems like a faithful recreation spare the optimistic power,,,,,,,,,,
627,0,2003,Hyundai,Tuscani Elisa / Tiburon,1:12.621,0,,,,,,,South Korea,"$30,219.90 ",148,213,1379,107.3241479,FF,MT,3,2,L,101Creative,link,,,,,,,,,,,
628,0,2003,Hyundai,Tiburon 2.7,1:12.680,0,SM,1:12.219,0,,,,South Korea,"$30,219.90 ",152,216,1370,110.9489051,FF,MT,3.5,2,L,?,link,little better driving than above but worse model,,,,,,,,,,
629,0,2011,Hyundai,Genesis Coupe 3.8,1:08.046,1,SM,1:07.180,2,,,,South Korea,"$35,001.31 ",263,374,1537,171.1125569,FR,MT,3.5,2,L,MNBA,link,gut feeling says too grippy but unsure not many lap times on other tracks with this car to compare with,,,,,,,,,,
630,0,2013,Hyundai,Genesis 3.8,,,,,,,,,South Korea,"$42,934.50 ",264,405,1736,152.0737327,FR,,,4,L,LEX,link,,,,,,,,,,,
631,0,2013,Hyundai,Veloster Turbo R,,,,,,,,,South Korea,"$28,580.04 ",179,275,1282,139.625585,FF,MT,,4,L,BLACK BOLT et al.,Patreon,,,,,,,,,,,
632,0,2014,Hyundai,Veloster Turbo R,1:11.765,0,SM,1:10.812,0,,,,South Korea,"$28,580.04 ",182,284,1283,141.8550273,FF,MT,2,4,L,?,link,,,,,,,,,,,
633,0,2018,Hyundai,Veloster N,,,,,,,,,South Korea,"$32,418.95 ",239,316,1276,187.3040752,FF,MT,,4,L,RVZ,link,broken ffb,,,,,,,,,,
634,0,2021,Hyundai,i20N,1:10.332,0,ST2,1:08.882,1,SM,1:06.040,3,South Korea,"$28,850.00 ",196,261,1190,164.7058824,FF,MT,3,5,L,SDW,Patreon,"way too much power comically unrealistically fast on semis, too fast on ""st2""",,,,,,,,,,
635,0,2020,Hyundai,i30N,1:08.941,0,,,,,,,South Korea,"$32,800.00 ",230,321,1504,152.9255319,FF,MT,1.5,5,L,GermanRacer,yt,sylvain villet data tweaks from youtube comment,,,,,,,,,,
636,0,2019,Hyundai,i30 N Fastback,1:07.944,0,SP,1:06.855,0,,,,South Korea,"$32,800.00 ",239,316,1441,165.8570437,FF,MT,3.5,5,L,SDW,Patreon,,,,,,,,,,,
637,0,2017,Hyundai,Sonata,,,,,,,,,South Korea,"$27,417.39 ",156,216,1520,102.6315789,FF,AT,,4,L,IFSO,link,,,,,,,,,,,
638,0,2021,Hyundai,Nexo,1:14.955,0,,,,,,,South Korea,"$61,470.00 ",164,395,1850,88.64864865,EF,AT,3.5,5,L,SDW,Patreon,,,,,,,,,,,
639,0,2020,Hyundai,Creta,,,,,,,,,South Korea (India),"$13,281.46 ",113,143,1344,84.07738095,FF,MT,,5,R,ASKHD11,Patreon,power figures are inflated where hp = whp basically,,,,,,,,,,
640,58,2003,Nissan,"Skyline 350GT (""G35"")",1:09.070,0,,,,,,,Japan,"$44,874.37 ",232,308,1528,151.8324607,FR,MT,,2,R,Nissan,irl,,,,,,,,,,,
641,58,2003,Infiniti,G35,1:10.237,0,SM,1:08.482,1,,,,Japan (USDM),"$48,225.58 ",246,284,1686,145.9074733,FR,MT,3.5,2,L,101Creative (VR Driving),Patreon,,,,,,,,,,,
642,58,2006,Infiniti,G35,1:10.189,0,SM,1:09.344,0,,,,Japan (USDM),"$48,225.58 ",259,307,1686,153.6180308,FR,MT,4,2,L,101Creative,Patreon,,,,,,,,,,,
643,59,2007,Nissan,"Skyline 370GT Type-S (""G37"")",1:09.539,0,,,,,,,Japan,"$51,783.85 ",289,325,1650,175.1515152,FR,AT,,2,R,Nissan,irl,,,,,,,,,,,
