cID,compID,Year,Brand,Model,Lap Time I,RC I,Tire II,Lap Time II,RC II,Tire III,Lap Time III,RC III,Country,MSRP (2022 USD),WHP,WTQ,Weight,P/W (hp/t),Layout,Trans,Rating,DR,_HD,Author,Source,Comments / Other Times,,,,,,,,,,
745,65,2007,Lexus,IS-F,1:07.087,0,,,,,,,Japan,"$77,308.73 ",356,450,1728,206.0185185,FR,AT,,4,R,Lexus,irl,,,,,,,,,,,
746,65,2009,Lexus,IS F,1:06.485,0,SM,1:05.487,1,,,,Japan,"$77,308.73 ",362,442,1625,222.7692308,FR,AT,3,4,L,?,link,,,,,,,,,,,
747,65,2009,Lexus,IS F,1:10.405,0,SM,1:09.879,0,,,,Japan,"$77,308.73 ",373,398,1690,220.7100592,FR,AT,1.5,4,R,Osatubei+sira+Kopanda updated by Subetin,link,car feels broken,,,,,,,,,,
748,0,2016,Lexus,IS350 F Sport,,,,,,,,,Japan,"$53,221.69 ",266,327,1600,166.25,FR,MT,,4,L,?,link,,,,,,,,,,,
749,0,2017,Lexus,RC 350,,,,,,,,,Japan,"$48,400.00 ",279,342,1764,158.1632653,FR,AT,,2,L,Assetto Garage (Zaki Ahmed),link,,,,,,,,,,,
750,66,2017,Lexus,RC F,1:06.748,0,,,,,,,Japan,"$67,845.00 ",402,496,1817,221.2438085,FR,AT,,2,R,Lexus,irl,,,,,,,,,,,
751,66,2017,Lexus,RC F,1:07.213,0,SM,1:05.665,1,,,,Japan,"$67,845.00 ",415,532,1765,235.1274788,FR,AT,,2,L,Markos Kass,link,,,,,,,,,,,
752,0,2020,Lexus,RC F Track Edition,,,,,,,,,Japan,"$102,245.00 ",527,691,1572,335.2417303,FR,AT,,2,L,TGN,Patreon,,,,,,,,,,,
753,0,2011,Lexus,LFA,,,,,,,,,Japan,"$493,844.28 ",480,423,1480,324.3243243,FR,AT,,2,L,Binary Motors (Jerry Wei),link,,,,,,,,,,,
754,0,2011,Lexus,LFA,,,,,,,,,Japan,"$493,844.28 ",511,469,1570,325.477707,FR,AT,,2,L,Opperslang & Gadu Boyz Mod,link,,,,,,,,,,,
755,0,2011,Lexus,LFA Nurburgring Package,,,,,,,,,Japan,"$584,917.45 ",489,423,1480,330.4054054,FR,AT,,2,L,Binary Motors (Jerry Wei),link,,,,,,,,,,,
756,0,2011,Lexus,LFA Nurburgring Package,,,,,,,,,Japan,"$584,917.45 ",511,469,1480,345.2702703,FR,AT,,2,L,Opperslang & Gadu Boyz Mod,link,,,,,,,,,,,
757,0,1997,Lexus,SC300,,,,,,,,,Japan,"$66,749.73 ",203,257,1582,128.3185841,FR,AT,,2,L,TommyBoyZ,link,,,,,,,,,,,
758,0,2002,Lexus,SC430,,,,,,,,,Japan,"$96,129.31 ",295,420,1745,169.0544413,FR,AT,,2,L,PedroBLR,link,,,,,,,,,,,
759,0,2017,Lexus,LC500,,,,,,,,,Japan,"$95,600.00 ",514,541,1920,267.7083333,FR,AT,,2,L,0,link,hp too high,,,,,,,,,,
760,0,2018,Lexus,LC500,,,,,,,,,Japan,"$95,600.00 ",409,461,1920,213.0208333,FR,AT,,2,R,Tachibana,link,,,,,,,,,,,
761,0,1982,Ligier,JS8,,,,,,,,,France,,8,11,150,53.33333333,RR,MT,,2,L,Gary Peterson,RD,,,,,,,,,,,
762,0,1966,Lotus,Cortina,,,,,,,,,Britain,"$27,964.89 ",141,179,670,210.4477612,FR,MT,,2,L,?,link,hp too high,,,,,,,,,,
763,0,1966,Lotus,Europa Special,,,,,,,,,Britain,"$52,692.50 ",119,146,610,195.0819672,MR,MT,,2,R,なんだこぱんだ,link,,,,,,,,,,,
764,0,1973,Lotus,Europa Special,,,,,,,,,Britain,"$52,692.50 ",115,136,712,161.5168539,MR,MT,,2,R,,link,,,,,,,,,,,
765,0,1990,Lotus,Carlton,,,,,,,,,Britain,"$191,312.28 ",313,446,1663,188.214071,FR,MT,,4,L,101Creative,Patreon,,,,,,,,,,,
766,0,1992,Lotus,Elan S2,,,,,,,,,Britain,"$89,543.28 ",115,135,1040,110.5769231,FF,MT,,2,L,S Drift Workshop,link,,,,,,,,,,,
767,0,1996,Lotus,Elise S1,1:09.70,0,,,,,,,Britain,"$55,270.73 ",105,148,729,144.0329218,MR,MT,,2,R,Lotus,irl,,,,,,,,,,,
768,0,1999,Lotus,Elise S1 190,1:05.727,2,,,,,,,Britain,"$78,056.48 ",167,171,745,224.1610738,MR,MT,3.5,2,L,101Creative,patreon,tires too gripy for 90s,,,,,,,,,,
769,67,2004,Lotus,Elise 111R,1:07.14,0,,,,,,,Britain,"$61,947.29 ",169,164,889,190.1012373,MR,MT,,2,R,Lotus,irl,,,,,,,,,,,
770,67,2004,Lotus,Elise 111R,1:08.139,0,SM,1:06.792,0,,,,Britain,"$61,947.29 ",164,157,860,190.6976744,MR,MT,4,2,L,Binary Motors,Patreon,,,,,,,,,,,
771,67,2005,Lotus,Elise 111R,1:08.800,0,SM,1:07.101,0,,,,Britain,"$61,947.29 ",164,157,889,184.4769404,MR,MT,4,2,R,101Creative,Patreon,,,,,,,,,,,
772,0,2008,Lotus,Elise SC,,,,,,,,,Britain,"$66,614.06 ",191,189,929,205.5974166,MR,MT,,2,L,Kunos,AC,,,,,,,,,,,
773,0,2011,Lotus,Elise 3,,,,,,,,,Britain,"$61,474.39 ",117,139,929,125.941873,MR,MT,,2,R,101Creative,Patreon,,,,,,,,,,,
774,0,2011,Lotus,Elise S,,,,,,,,,Britain,"$71,544.48 ",189,218,929,203.444564,MR,MT,,2,R,101Creative,Patreon,,,,,,,,,,,
775,0,2016,Lotus,Elise Cup 250,,,,,,,,,Britain,"$75,162.80 ",211,218,900,234.4444444,MR,MT,,2,R,101Creative,Patreon,,,,,,,,,,,
776,0,2000,Lotus,340R,,,,,,,,,Britain,"$92,793.31 ",154,156,701,219.6861626,MR,MT,,0,R,101Creative,Patreon,,,,,,,,,,,
777,0,2009,Lotus,2-Eleven (NA),,,,,,,,,Britain,"$69,616.89 ",164,158,690,237.6811594,MR,MT,,0,L,101Creative,Patreon,,,,,,,,,,,
778,68,2007,Lotus,2-Eleven,1:04.242,0,,,,,,,Britain,"$110,094.22 ",228,217,776,293.814433,MR,MT,,0,R,Lotus,irl,,,,,,,,,,,
779,68,2007,Lotus,2-Eleven,1:01.798,1,,,,,,,Britain,"$110,094.22 ",230,228,670,343.2835821,MR,MT,4,0,L,Kunos,AC,,,,,,,,,,,
780,0,2010,Lotus,Exige Cup 260,1:05.879,0,,,,,,,Britain,"$100,658.49 ",223,205,890,250.5617978,MR,MT,,2,R,Lotus,irl,,,,,,,,,,,
781,0,2008,Lotus,Exige 240R,,,,,,,,,Britain,"$97,052.18 ",223,211,930,239.7849462,MR,MT,,2,L,Kunos,AC,,,,,,,,,,,
782,0,2009,Lotus,Exige Scura,,,,,,,,,Britain,"$100,945.44 ",230,212,925,248.6486486,MR,MT,,2,L,Kunos,AC,,,,,,,,,,,
783,69,2012,Lotus,Exige S,1:04.327,0,,,,,,,Britain,"$107,213.49 ",309,358,1140,271.0526316,MR,MT,,2,R,Lotus,irl,,,,,,,,,,,
784,69,2012,Lotus,Exige S,1:05.287,0,SM,1:04.319,0,,,,Britain,"$107,213.49 ",297,344,1176,252.5510204,MR,MT,4,2,L,Kunos,AC,,,,,,,,,,,
785,0,2013,Lotus,Exige V6 Cup,,,,,,,,,Britain,"$125,554.67 ",297,344,1080,275,MR,MT,,2,L,Kunos,AC,,,,,,,,,,,
786,0,2018,Lotus,Exige Cup 430,,,,,,,,,Britain,"$179,287.37 ",374,383,1176,318.0272109,MR,MT,,2,L,101Creative,Patreon,,,,,,,,,,,
787,0,1981,Lotus,Esprit 3,,,,,,,,,Britain,"$111,823.65 ",141,188,1020,138.2352941,MR,MT,,2,R,GeroDa74,link,,,,,,,,,,,
788,0,1980,Lotus,Esprit Turbo,,,,,,,,,Britain,"$173,366.62 ",250,273,1300,192.3076923,MR,MT,,2,R,smallblockhero,link,hp/tq too high,,,,,,,,,,
789,0,1997,Lotus,Elise GT1 Road,,,,,,,,,Britain,"$1,176,093.54 ",480,641,1050,457.1428571,MR,MT,,2,R,Binary Motors (Jerry Wei),Patreon,,,,,,,,,,,
790,0,2002,Lotus,Esprit V8,,,,,,,,,Britain,"$147,260.54 ",304,348,1380,220.2898551,MR,MT,,2,R,TN,Patreon,,,,,,,,,,,
791,0,2014,Lotus,Evora S,,,,,,,,,Britain,"$105,383.07 ",297,344,1385,214.4404332,MR,MT,,2,L,Kunos,AC,,,,,,,,,,,
792,0,2014,Lotus,Evora GTE,,,,,,,,,Britain,"$172,080.01 ",364,398,1395,260.9318996,MR,AT,,2,L,Kunos,AC,,,,,,,,,,,
793,0,2014,Lotus,Evora GTE Carbon,,,,,,,,,Britain,"$229,440.01 ",364,398,1285,283.2684825,MR,AT,,2,L,Kunos,AC,,,,,,,,,,,
794,0,2018,Lotus,Evora GT430,,,,,,,,,Britain,"$148,898.83 ",364,398,1258,289.3481717,MR,AT,,2,L,Chivas AutoArt,link,,,,,,,,,,,
795,0,2018,Lotus,Evora GT430,,,,,,,,,Britain,"$148,898.83 ",374,383,1258,297.2972973,MR,AT,,2,L,101Creative,Patreon,,,,,,,,,,,
796,0,2022,Lotus,Emira,,,,,,,,,Britain,"$77,100.00 ",347,402,1405,246.975089,MR,MT,,2,L,RemZona,no,,,,,,,,,,,
797,0,2022,Lotus,Emira,,,,,,,,,Britain,"$77,100.00 ",347,402,1405,246.975089,MR,MT,,2,L,101Creative,link,,,,,,,,,,,
798,0,2022,Lotus,Eletre,,,,,,,,,Britain,"$84,500.00 ",342,580,2108,162.2390892,F4,AT,,5,L,DanielDi,Patreon,,,,,,,,,,,
799,0,2018,Lynk & Co,"""02""",,,,,,,,,China,"$20,466.00 ",166,264,1535,108.1433225,FF,AT,,5,L,DanielDi,Patreon,,,,,,,,,,,
800,0,1996,Maserati,Ghibli Cup,,,,,,,,,Italy,"$136,442.16 ",326,373,1810,180.1104972,FR,,,,L,Velo,link,,,,,,,,,,,
801,0,2013,Maserati,Ghibli S,,,,,,,,,Italy,"$97,800.27 ",267,533,1810,147.5138122,FR,AT,,4,L,Assettodrive,link,,,,,,,,,,,
802,0,2008,Maserati,Quattroporte S,1:08.698,0,,,,,,,Italy,"$169,773.36 ",331,382,1990,166.3316583,FR,AT,,4,L,Maserati,irl,,,,,,,,,,,
803,0,2011,Maserati,Quattroporte GT-S,,,,,,,,,Italy,"$187,715.78 ",382,426,1990,191.959799,FR,AT,,5,L,Binary Motors,Patreon,,,,,,,,,,,
804,0,2013,Maserati,Quattroporte GTS,,,,,,,,,Italy,"$175,542.07 ",452,605,1900,237.8947368,FR,AT,,4,L,Kunos,AC,,,,,,,,,,,
805,0,2016,Maserati,Levante S,,,,,,,,,Italy,"$101,400.00 ",366,506,2108,173.6242884,F4,AT,,5,L,Kunos,AC,,,,,,,,,,,
806,0,2006,Maserati,Coupe GranSport,,,,,,,,,Italy,"$147,110.13 ",344,407,1670,205.988024,FR,AT,,2,L,101Creative,patreon,,,,,,,,,,,
807,0,2018,Maserati,Granturismo MC,,,,,,,,,Italy,"$186,569.90 ",396,460,1520,260.5263158,FR,AT,,2,L,TGN,link,,,,,,,,,,,
808,0,1972,Maserati,Merak,,,,,,,,,Italy,"$168,032.06 ",164,207,1420,115.4929577,MR,MT,,2,L,Benjaminavtek&Francisco Bort,link,,,,,,,,,,,
809,0,2004,Maserati,MC12,,,,,,,,,Italy,"$1,288,321.87 ",542,564,1335,405.9925094,MR,AT,,2,L,MNBA,Patreon,,,,,,,,,,,
810,0,2021,Maserati,MC20,,,,,,,,,Italy,"$216,995.00 ",546,715,1500,364,MR,AT,,2,L,Thegost,Patreon,,,,,,,,,,,
811,0,1992,Mazda,Autozam AZ-1,1:17.651,0,,,,,,,Japan,"$25,031.15 ",60,78,720,83.33333333,MR,MT,4,2,R,101Creative,Patreon,,,,,,,,,,,
812,0,2014,Mazda,2 1.5 (MK4),1:14.371,0,,,,,,,Japan,"$15,865.79 ",99,123,1156,85.64013841,FF,MT,,5,R,Mazda,irl,,,,,,,,,,,
813,0,1993,Mazda,Lantis Type-R,1:14.170,0,,,,,,,Japan,"$36,628.94 ",143,153,1210,118.1818182,FF,MT,,5,R,Mazda,irl,,,,,,,,,,,
814,0,2007,Mazda,3 (BK),1:14.346,0,,,,,,,Japan,"$21,971.22 ",147,187,1335,110.1123596,FF,MT,4.5,4,L,Blaze,Patreon,"tires are little hot feel like performance all seasons, but brings good memories bc learned stick on this car irl",,,,,,,,,,
815,70,2007,Mazda,3 MPS (BK),1:10.27,0,,,,,,,Japan,"$33,309.09 ",245,328,1450,168.9655172,FF,MT,,5,R,Mazda,irl,,,,,,,,,,,
816,70,2009,Mazda,Mazdaspeed 3 (BK),1:09.544,1,SM,1:08.245,2,,,,Japan,"$33,309.09 ",252,390,1460,172.6027397,FF,MT,4.5,5,L,Blaze,Patreon,too much power but fun fwd experience,,,,,,,,,,
817,71,2009,Mazda,3 MPS (BL),1:10.950,0,,,,,,,Japan,"$32,095.53 ",245,328,1464,167.3497268,FF,MT,,5,R,Mazda,irl,,,,,,,,,,,
818,71,2010,Mazda,Mazdaspeed 3,1:09.563,0,SM,1:07.584,3,,,,Japan,"$32,095.53 ",238,238,1385,171.8411552,FF,MT,4,5,L,Blaze,Patreon,fun but sm tires are modern ps4s equivalents,,,,,,,,,,
819,71,2010,Mazda,Mazdaspeed 3,,,,,,,,,Japan,"$32,095.53 ",229,332,1480,154.7297297,FF,MT,,5,L,101Creative,Patreon,,,,,,,,,,,
820,0,2019,Mazda,3 2.0 (BP),,,,,,,,,Japan,"$20,678.51 ",137,231,1389,98.63210943,FF,MT,,5,L,Blaze,Patreon,,,,,,,,,,,
821,0,2021,Mazda,3 2.5 Turbo AWD (BP),,,,,,,,,Japan,"$32,450.00 ",229,420,1534,149.2829205,F4,MT,,5,L,Blaze,Patreon,configuration not offered w mt irl,,,,,,,,,,
822,0,2016,Mazda,6,1:11.586,1,SM,1:10.425,2,,,,Japan,"$27,808.33 ",185,256,1520,121.7105263,FF,AT,3,4,L,PTT Mods,Patreon,"power too high, tires slightly too grippy",,,,,,,,,,
823,0,2020,Mazda,MX-30 e-SKYACTIV,1:15.247,0,,,,,,,Japan,"$35,056.84 ",143,271,1667,85.78284343,FF,AT,,5,R,Mazda,irl,,,,,,,,,,,
824,0,2021,Mazda,CX-30 2.5 Turbo,1:06.694,3,,,,,,,Japan,"$31,500.00 ",250,434,1590,157.2327044,F4,AT,3,5,L,PTT Mods,Patreon,power torque too high,,,,,,,,,,
825,0,1990,Mazda,Eunos Cosmo 20B CCS,1:11.520,0,,,,,,,Japan,"$91,170.06 ",246,377,1615,152.3219814,FR,AT,,2,R,Mazda,irl,,,,,,,,,,,
826,72,1990,Mazda,MX-5 (NA),1:22.660,-1,,,,,,,Japan,"$30,860.38 ",105,126,975,107.6923077,FR,MT,,2,R,Mazda,irl,,,,,,,,,,,
827,72,1990,Mazda,MX-5 (NA),1:16.447,0,ST,1:15.342,1,,,,Japan,"$30,860.38 ",115,135,1040,110.5769231,FR,MT,4,2,L,Kunos,AC,ST tires feel a little too sticky for stock na tires but not extremely so,,,,,,,,,,
828,0,1991,Mazda,MX-5 M2 1001 (NA),1:16.630,0,,,,,,,Japan,,116,134,960,120.8333333,FR,MT,,2,R,Mazda,irl,,,,,,,,,,,
829,73,2001,Mazda,MX-5 (NB),1:13.20,0,,,,,,,Japan,"$35,965.40 ",113,149,1085,104.1474654,FR,MT,,2,R,Mazda,irl,,,,,,,,,,,
830,73,1998,Mazda,Roadster 1.8RS (NB),1:13.297,0,SM,1:13.137,0,,,,Japan,"$32,143.30 ",122,139,1030,118.4466019,FR,MT,4,2,L,Sam S.,link,tires feel a little grippy but not out of the realm of era affordable perf tires,,,,,,,,,,
831,73,2004,Mazda,Miata (NB),1:12.805,0,SM,1:11.997,2,,,,Japan,"$35,965.40 ",134,145,1080,124.0740741,FR,MT,4,2,R,Sam S.,Link,SM  tires feel modern,,,,,,,,,,
832,73,2004,Mazda,Roadster 1800RS (NB),1:12.492,0,SM,1:11.164,3,,,,Japan,"$35,965.40 ",134,145,1080,124.0740741,FR,MT,4,2,L,Sam S.,link,SM  tires feel modern,,,,,,,,,,
833,0,2005,Mazda,MX-5 Mazdaspeed (NB2),1:11.150,0,SM,1:09.463,2,,,,Japan,"$39,542.54 ",158,200,1120,141.0714286,FR,MT,4,2,L,101Creative,link,sm tires too grippy,,,,,,,,,,
834,74,2005,Mazda,MX-5 (NC1),1:11.85,0,,,,,,,Japan,"$35,177.97 ",139,173,1152,120.6597222,FR,MT,,2,R,Mazda,irl,,,,,,,,,,,
835,74,2005,Mazda,MX-5 (NC1),1:11.868,0,SM,1:11.187,1,,,,Japan,"$35,177.97 ",139,164,1058,131.3799622,FR,MT,4,2,R,101Creative,Patreon,,,,,,,,,,,
836,0,2013,Mazda,MX-5 (NC3),1:10.917,2,SM,1:09.472,3,,,,Japan,"$35,036.15 ",164,190,1058,155.0094518,FR,MT,3.5,2,L,PTT Mods,Patreon,"power too high, feels like i/h/e work+tune, st tires about right but sm tires feel out of scope of era tires",,,,,,,,,,
837,75,2015,Mazda,MX-5 (ND1),1:13.52,0,,,,,,,Japan,"$36,257.78 ",140,188,1061,131.9509896,FR,MT,4,2,R,Mazda,irl,seems slow,,,,,,,,,,
838,75,2015,Mazda,MX-5 (ND1),1:11.089,0,SM,1:09.988,0,,,,Japan,"$36,257.78 ",146,187,1058,137.9962193,FR,MT,4,2,L,Kunos,AC (JP),,,,,,,,,,,
839,75,2015,Mazda,MX-5 (ND1),1:11.054,0,,,,,,,Japan,"$36,258.78 ",137,176,1050,130.4761905,FR,MT,5,2,R,Banksy,link,feels just like the real nd1,,,,,,,,,,
840,0,2019,Mazda,MX-5 (ND2),1:09.772,0,SM,1:08.552,2,,,,Japan,"$37,115.33 ",169,191,1058,159.7353497,FR,MT,4,2,L,Matth,link,sm tires feel like tires not offered oem but realistic levls of grip,,,,,,,,,,
841,0,1967,Mazda,Cosmo Sport,,,,,,,,,Japan,"$35,924.82 ",129,139,970,132.9896907,FR,MT,,2,R,なんだこぱんだ,youtube,,,,,,,,,,,
842,0,1973,Mazda,RX-3,,,,,,,,,Japan,"$19,411.52 ",129,139,885,145.7627119,FR,MT,,2,L,Panda,link,,,,,,,,,,,
843,0,1978,Mazda,RX-7 Turbo (FB),,,,,,,,,Japan,"$44,353.81 ",168,197,965,174.0932642,FR,MT,,2,L,Binary Motors,Patreon,optimistic power,,,,,,,,,,
844,76,1989,Mazda,RX-7 Turbo (FC),1:13.56,0,,,,,,,Japan,"$44,858.95 ",188,237,1285,146.3035019,FR,MT,,2,R,Mazda,irl,,,,,,,,,,,
845,76,1990,Mazda,RX-7 GT-R (FC3S),,,,,,,,,Japan,"$35,892.82 ",172,229,1334,128.9355322,FR,MT,,2,R,Switchpro3,link,,,,,,,,,,,
846,76,1991,Mazda,RX-7 Infini (FC3S),1:11.096,0,ST,1:10.466,0,SM,1:09.937,0,Japan,"$44,858.95 ",175,227,1230,142.2764228,FR,MT,4,2,R,Esprit3095,link,,,,,,,,,,,
847,77,2001,Mazda,RX-7 (FD),1:06.36,0,,,,,,,Japan,"$43,349.75 ",269,286,1270,211.8110236,FR,MT,,2,R,Mazda,irl,,,,,,,,,,,
848,77,2002,Mazda,RX-7 Spirit R (FD3S),1:07.658,0,ST,1:06.453,0,SM,1:05.539,1,Japan,"$55,055.98 ",247,285,1231,200.6498781,FR,MT,5,2,R,Switchpro3 & Sam S.,link,"higher quality [gt:s] model, very fun tire/limit fear",,,,,,,,,,
849,77,2002,Mazda,RX-7 Spirit R (FD3S),1:08.607,0,ST,1:06.610,0,SM,1:05.003,2,Japan,"$55,055.98 ",267,288,1270,210.2362205,FR,MT,3.5,2,R,Kunos,AC (JP),"sm tires are modern tires, ffb little dead",,,,,,,,,,
850,78,2004,Mazda,RX-8 Mazdaspeed,1:10.257,0,SM,1:09.091,0,,,,Japan,"$50,637.47 ",202,187,1350,149.6296296,FR,MT,4,4,R,101Creative,Patreon,,,,,,,,,,,
851,78,2007,Mazda,RX-8 Type S,1:09.00,0,,,,,,,Japan,"$40,788.50 ",215,189,1310,164.1221374,FR,MT,,4,R,Mazda,irl,,,,,,,,,,,
852,78,2004,Mazda,RX-8 Type S,,,,,,,,,Japan,"$40,788.50 ",202,187,1350,149.6296296,FR,MT,,4,R,なんだこぱんだ,link,,,,,,,,,,,
853,0,2009,Mazda,RX-8 Type RS,1:10.480,0,,,,,,,Japan,"$42,817.14 ",215,189,1391,154.5650611,FR,MT,,4,R,Mazda,irl,,,,,,,,,,,
854,0,2012,Mazda,RX-8 Spirit R,1:09.987,0,SM,1:09.110,0,,,,Japan,"$48,437.34 ",202,187,1350,149.6296296,FR,MT,4,4,R,101Creative,Patreon,,,,,,,,,,,
855,79,1993,McLaren,F1,1:04.62,0,,,,,,,Britain,"$1,718,976.99 ",572,590,1199,477.0642202,MR,MT,,2,M,Mclaren,irl,,,,,,,,,,,
856,79,1992,McLaren,F1,1:02.953,0,,,,,,,Britain,"$1,718,976.99 ",605,628,1140,530.7017544,MR,MT,4.5,2,M,Tidy,link,slightly more forgiving and better vis model than jandrovi f1,,,,,,,,,,
857,79,1994,McLaren,F1,1:01.933,0,,,,,,,Britain,"$1,718,976.99 ",586,652,1140,514.0350877,MR,MT,5,2,M,Jandrovi,Youtube,"extremely raw and nervous drivers car, very enjoyable even with my lack of brake finesse with no abs",,,,,,,,,,
1496,79,1994,McLaren,F1,,,,,,,,,Britain,"$1,718,977.99 ",538,565,1140,471.9298246,MR,MT,,2,M,Binary Motors,link,,,,,,,,,,,
858,0,2013,McLaren,P1,,,,,,,,,Britain,"$1,444,705.28 ",624,619,1450,430.3448276,MR,AT,,2,L,Kunos,AC (DP1),,,,,,,,,,,
859,80,2018,McLaren,Senna ,1:00.122,0,,,,,,,Britain,"$1,000,000.00 ",724,850,1364,530.7917889,MR,AT,,2,R,Mclaren,irl,,,,,,,,,,,
860,80,2018,McLaren,Senna,0:56.135,2,,,,,,,Britain,"$1,000,000.00 ",459,541,1198,383.1385643,MR,AT,3,2,L,Jandrovi,Youtube,feels way too light and not right,,,,,,,,,,
861,0,2019,McLaren,Speedtail,,,,,,,,,Britain,"$2,100,000.00 ",718,712,1425,503.8596491,MR,AT,,2,M,?,link,,,,,,,,,,,
862,0,2022,McLaren,Elva,,,,,,,,,Britain,"$1,695,000.00 ",786,878,1198,656.0934891,MR,AT,,2,L,?,link,,,,,,,,,,,
863,0,2011,McLaren,MP4-12C,,,,,,,,,Britain,"$301,061.89 ",539,536,1434,375.8716876,MR,AT,,2,L,Kunos,AC,,,,,,,,,,,
864,0,2016,McLaren,675LT Spider,,,,,,,,,Britain,"$454,334.93 ",579,626,1247,464.3143545,MR,AT,,2,L,MNBA,Patreon,,,,,,,,,,,
865,0,2017,McLaren,720S,,,,,,,,,Britain,"$310,500.00 ",604,659,1282,471.1388456,MR,AT,,2,L,Markos Kass,link,,,,,,,,,,,
866,0,2019,McLaren,720S Spider,,,,,,,,,Britain,"$326,500.00 ",623,792,1332,467.7177177,MR,AT,,2,L,AO Mods,link,,,,,,,,,,,
867,0,2020,McLaren,765LT,,,,,,,,,Britain,"$382,500.00 ",756,800,1229,615.1342555,MR,AT,,2,L,PTT Mods,patreon,,,,,,,,,,,
868,0,2023,McLaren,765LT,,,,,,,,,Britain,"$382,500.00 ",692,687,1339,516.8035848,MR,AT,,2,L,Ceky Performance,patreon,torque seems low,,,,,,,,,,
869,0,2015,McLaren,540C,,,,,,,,,Britain,"$203,733.12 ",465,464,1350,344.4444444,MR,AT,,2,L,?,link,,,,,,,,,,,
870,0,2015,McLaren,570S,,,,,,,,,Britain,"$228,386.83 ",507,548,1313,386.1386139,MR,AT,,2,L,Kunos,AC (R2R),,,,,,,,,,,
871,0,2019,McLaren,600LT,,,,,,,,,Britain,"$277,594.20 ",548,696,1247,439.4546913,MR,AT,,2,L,IXAssetto/TGN,patreon,torque too high,,,,,,,,,,
872,0,2019,McLaren,600LT,,,,,,,,,Britain,"$277,594.20 ",555,600,1247,445.0681636,MR,AT,,2,L,Jerry Wei,patreon,,,,,,,,,,,
873,0,2019,McLaren,600LT Spider MSO,,,,,,,,,Britain,"$303,350.36 ",531,574,1247,425.8219727,MR,AT,,2,L,MNBA,Patreon,,,,,,,,,,,
874,0,2021,McLaren,620R,,,,,,,,,Britain,"$326,678.74 ",543,588,1282,423.5569423,MR,AT,,2,L,Ceky Performance,patreon,power seems low,,,,,,,,,,
875,0,2022,McLaren,Artura,,,,,,,,,Britain,"$237,500.00 ",579,626,1390,416.5467626,MR,AT,,2,L,Binary Motors,Patreon,,,,,,,,,,,
876,0,2020,McLaren,GT,,,,,,,,,Britain,"$208,490.00 ",541,585,1530,353.5947712,MR,AT,,2,L,EX Mods,link,,,,,,,,,,,
877,0,2018,Mercedes-Benz,AMG A35 (W177),1:06.946,0,,,,,,,Germany,,289,382,1600,180.625,F4,AT,,5,L,Mercedes,irl,,,,,,,,,,,
878,0,2014,Mercedes-Benz,AMG GLA45,1:07.485,0,,,,,,,Germany,,319,409,1582,201.6434893,F4,AT,,5,L,Mercedes,irl,,,,,,,,,,,
879,81,2013,Mercedes-Benz,AMG A45 (W176),1:05.800,0,MPSC2,1:04.720,0,,,,Germany,"$79,117.55 ",330,418,1370,240.8759124,F4,AT,,5,L,Mercedes,irl,confirmed to be cup 2s,,,,,,,,,,
880,81,2013,Mercedes-Benz,AMG A45 (W176),1:06.592,0,,,,,,,Germany,"$79,117.55 ",340,426,1555,218.6495177,F4,AT,4,5,L,Jandrovi,youtube,,,,,,,,,,,
881,81,2014,Mercedes-Benz,AMG A45 (W176),1:02.974,3,MPSS,1:01.815,3,MPSC2,1:00.656,3,Germany,"$79,117.55 ",319,409,1555,205.1446945,F4,AT,1,5,L,TGN,Patreon,trash mod good vis model,,,,,,,,,,
882,81,2016,Mercedes-Benz,AMG A45 (W176),,,,,,,,,Germany,"$79,117.55 ",331,425,1555,212.8617363,F4,AT,,5,L,Opperslang,link,,,,,,,,,,,
883,0,2019,Mercedes-Benz,AMG A45 (W177),,,,,,,,,Germany,,361,435,1555,232.1543408,F4,AT,,5,L,TGN,link,,,,,,,,,,,
884,0,2017,Mercedes-Benz,AMG CLA45 (C117),,,,,,,,,Germany,,322,417,1585,203.1545741,F4,AT,,4,L,EX Mods,link,,,,,,,,,,,
885,0,2019,Mercedes-Benz,AMG CLA35 (C118),1:04.994,3,,,,,,,Germany,"$47,900.00 ",286,378,1560,183.3333333,F4,AT,2,4,L,Ceky Performance,Patreon,way too grippy feels like r compound tires,,,,,,,,,,
886,0,2020,Mercedes-Benz,AMG CLA45 (C118),,,,,,,,,Germany,"$55,900.00 ",361,435,1880,192.0212766,F4,AT,,4,L,Lucas Macedo,Patreon,200kg~ overweight,,,,,,,,,,
887,0,1990,Mercedes-Benz,190E 2.5-16 EVO I,,,,,,,,,Germany,,210,221,1340,156.7164179,FR,MT,,4,L,Antuan Designs,link,,,,,,,,,,,
888,0,1990,Mercedes-Benz,190E 2.5-16 EVO II,,,,,,,,,Germany,,202,213,1340,150.7462687,FR,MT,,4,L,Opperslang,link,,,,,,,,,,,
889,0,1994,Mercedes-Benz,C200 (W202),1:21.460,0,,,,,,,Germany,,113,160,1265,89.32806324,FR,Mt,,4,L,Mercedes,irl,,,,,,,,,,,
890,0,2004,Mercedes-Benz,AMG C32 (W203),,,,,,,,,Germany,,404,429,1635,247.0948012,FR,B,,4,L,Wack,link,hp too high,,,,,,,,,,
